Date,Sal_temp,Sal_max,Sal_min,Sal_dwp,Sal_mx_dwp,Sal_mi_dwp,Sal_pressure,Sal_humidity,Sal_wind,Sal_clouds,Sal_temp_1,Sal_temp_2,Sal_temp_3,Sal_max_1,Sal_max_2,Sal_max_3,Sal_min_1,Sal_min_2,Sal_min_3,Sal_dwp_1,Sal_dwp_2,Sal_dwp_3,Sal_mx_dwp_1,Sal_mx_dwp_2,Sal_mx_dwp_3,Sal_mi_dwp_1,Sal_mi_dwp_2,Sal_mi_dwp_3,Sal_pressure_1,Sal_pressure_2,Sal_pressure_3,Sal_humidity_1,Sal_humidity_2,Sal_humidity_3,Sal_wind_1,Sal_wind_2,Sal_wind_3,Sal_clouds_1,Sal_clouds_2,Sal_clouds_3
2017-08-09,22.583333333333332,22.583333333333332,22.583333333333332,18.725000000000005,18.725000000000005,18.725000000000005,1019.5416666666666,80.70833333333333,3.25,58.75,22.916666666666668,22.916666666666668,23.541666666666668,22.916666666666668,22.916666666666668,23.541666666666668,22.916666666666668,22.916666666666668,23.541666666666668,16.091666666666672,16.650000000000006,18.058333333333337,16.091666666666672,16.650000000000006,18.058333333333337,16.091666666666672,16.650000000000006,18.058333333333337,1019.2083333333334,1019.75,1019.4166666666666,65.875,68.66666666666667,72.58333333333333,4.541666666666667,5.166666666666667,5.583333333333333,58.958333333333336,53.125,58.041666666666664
2017-08-10,22.208333333333332,22.208333333333332,22.208333333333332,18.716666666666672,18.716666666666672,18.716666666666672,1016.125,82.54166666666667,2.4583333333333335,28.333333333333332,22.583333333333332,22.916666666666668,22.916666666666668,22.583333333333332,22.916666666666668,22.916666666666668,22.583333333333332,22.916666666666668,22.916666666666668,18.725000000000005,16.091666666666672,16.650000000000006,18.725000000000005,16.091666666666672,16.650000000000006,18.725000000000005,16.091666666666672,16.650000000000006,1019.5416666666666,1019.2083333333334,1019.75,80.70833333333333,65.875,68.66666666666667,3.25,4.541666666666667,5.166666666666667,58.75,58.958333333333336,53.125
2017-08-11,22.375,22.375,22.375,19.958333333333332,19.958333333333332,19.958333333333332,1020.625,87.91666666666667,3.375,40.083333333333336,22.208333333333332,22.583333333333332,22.916666666666668,22.208333333333332,22.583333333333332,22.916666666666668,22.208333333333332,22.583333333333332,22.916666666666668,18.716666666666672,18.725000000000005,16.091666666666672,18.716666666666672,18.725000000000005,16.091666666666672,18.716666666666672,18.725000000000005,16.091666666666672,1016.125,1019.5416666666666,1019.2083333333334,82.54166666666667,80.70833333333333,65.875,2.4583333333333335,3.25,4.541666666666667,28.333333333333332,58.75,58.958333333333336
2017-08-12,23.125,23.125,23.125,18.64166666666667,18.64166666666667,18.64166666666667,1020.0,77.58333333333333,4.5,65.91666666666667,22.375,22.208333333333332,22.583333333333332,22.375,22.208333333333332,22.583333333333332,22.375,22.208333333333332,22.583333333333332,19.958333333333332,18.716666666666672,18.725000000000005,19.958333333333332,18.716666666666672,18.725000000000005,19.958333333333332,18.716666666666672,18.725000000000005,1020.625,1016.125,1019.5416666666666,87.91666666666667,82.54166666666667,80.70833333333333,3.375,2.4583333333333335,3.25,40.083333333333336,28.333333333333332,58.75
2017-08-13,22.958333333333332,22.958333333333332,22.958333333333332,18.083333333333336,18.083333333333336,18.083333333333336,1021.3333333333334,75.625,4.791666666666667,58.75,23.125,22.375,22.208333333333332,23.125,22.375,22.208333333333332,23.125,22.375,22.208333333333332,18.64166666666667,19.958333333333332,18.716666666666672,18.64166666666667,19.958333333333332,18.716666666666672,18.64166666666667,19.958333333333332,18.716666666666672,1020.0,1020.625,1016.125,77.58333333333333,87.91666666666667,82.54166666666667,4.5,3.375,2.4583333333333335,65.91666666666667,40.083333333333336,28.333333333333332
2017-08-14,22.583333333333332,22.583333333333332,22.583333333333332,17.125000000000004,17.125000000000004,17.125000000000004,1018.4583333333334,72.70833333333333,3.9583333333333335,41.375,22.958333333333332,23.125,22.375,22.958333333333332,23.125,22.375,22.958333333333332,23.125,22.375,18.083333333333336,18.64166666666667,19.958333333333332,18.083333333333336,18.64166666666667,19.958333333333332,18.083333333333336,18.64166666666667,19.958333333333332,1021.3333333333334,1020.0,1020.625,75.625,77.58333333333333,87.91666666666667,4.791666666666667,4.5,3.375,58.75,65.91666666666667,40.083333333333336
2017-08-15,25.333333333333332,25.333333333333332,25.333333333333332,17.808333333333334,17.808333333333334,17.808333333333334,1017.75,62.375,3.9583333333333335,61.291666666666664,22.583333333333332,22.958333333333332,23.125,22.583333333333332,22.958333333333332,23.125,22.583333333333332,22.958333333333332,23.125,17.125000000000004,18.083333333333336,18.64166666666667,17.125000000000004,18.083333333333336,18.64166666666667,17.125000000000004,18.083333333333336,18.64166666666667,1018.4583333333334,1021.3333333333334,1020.0,72.70833333333333,75.625,77.58333333333333,3.9583333333333335,4.791666666666667,4.5,41.375,58.75,65.91666666666667
2017-08-16,25.304347826086957,25.304347826086957,25.304347826086957,19.339130434782604,19.339130434782604,19.339130434782604,1020.6086956521739,70.17391304347827,3.608695652173913,35.78260869565217,25.333333333333332,22.583333333333332,22.958333333333332,25.333333333333332,22.583333333333332,22.958333333333332,25.333333333333332,22.583333333333332,22.958333333333332,17.808333333333334,17.125000000000004,18.083333333333336,17.808333333333334,17.125000000000004,18.083333333333336,17.808333333333334,17.125000000000004,18.083333333333336,1017.75,1018.4583333333334,1021.3333333333334,62.375,72.70833333333333,75.625,3.9583333333333335,3.9583333333333335,4.791666666666667,61.291666666666664,41.375,58.75
2017-08-17,25.75,25.75,25.75,18.741666666666667,18.741666666666667,18.741666666666667,1016.7916666666666,64.95833333333333,3.375,36.458333333333336,25.304347826086957,25.333333333333332,22.583333333333332,25.304347826086957,25.333333333333332,22.583333333333332,25.304347826086957,25.333333333333332,22.583333333333332,19.339130434782604,17.808333333333334,17.125000000000004,19.339130434782604,17.808333333333334,17.125000000000004,19.339130434782604,17.808333333333334,17.125000000000004,1020.6086956521739,1017.75,1018.4583333333334,70.17391304347827,62.375,72.70833333333333,3.608695652173913,3.9583333333333335,3.9583333333333335,35.78260869565217,61.291666666666664,41.375
2017-08-18,25.625,25.625,25.625,18.975000000000005,18.975000000000005,18.975000000000005,1016.375,66.75,3.7916666666666665,50.208333333333336,25.75,25.304347826086957,25.333333333333332,25.75,25.304347826086957,25.333333333333332,25.75,25.304347826086957,25.333333333333332,18.741666666666667,19.339130434782604,17.808333333333334,18.741666666666667,19.339130434782604,17.808333333333334,18.741666666666667,19.339130434782604,17.808333333333334,1016.7916666666666,1020.6086956521739,1017.75,64.95833333333333,70.17391304347827,62.375,3.375,3.608695652173913,3.9583333333333335,36.458333333333336,35.78260869565217,61.291666666666664
