Date,Kyo_temp,Kyo_max,Kyo_min,Kyo_dwp,Kyo_mx_dwp,Kyo_mi_dwp,Kyo_pressure,Kyo_humidity,Kyo_wind,Kyo_clouds,Kyo_lat,Kyo_lon,Kyo_ele,Kyo_temp_1,Kyo_temp_2,Kyo_temp_3,Kyo_max_1,Kyo_max_2,Kyo_max_3,Kyo_min_1,Kyo_min_2,Kyo_min_3,Kyo_dwp_1,Kyo_dwp_2,Kyo_dwp_3,Kyo_mx_dwp_1,Kyo_mx_dwp_2,Kyo_mx_dwp_3,Kyo_mi_dwp_1,Kyo_mi_dwp_2,Kyo_mi_dwp_3,Kyo_pressure_1,Kyo_pressure_2,Kyo_pressure_3,Kyo_clouds_1,Kyo_clouds_2,Kyo_clouds_3,Kyo_lat_1,Kyo_lat_2,Kyo_lat_3,Kyo_lon_1,Kyo_lon_2,Kyo_lon_3,Kyo_ele_1,Kyo_ele_2,Kyo_ele_3
2017-01-14,1.5833333333333333,1.8333333333333333,1.375,-6.333333333333333,-6.083333333333333,-6.541666666666668,1007.3333333333334,60.416666666666664,4.416666666666667,41.333333333333336,35.011636,135.768029,45,4.375,5.916666666666667,5.416666666666667,4.583333333333333,6.166666666666667,5.541666666666667,4.166666666666667,5.666666666666667,5.291666666666667,-5.041666666666667,-2.9166666666666665,-3.383333333333334,-4.833333333333333,-2.6666666666666665,-3.258333333333334,-5.25,-3.1666666666666665,-3.508333333333334,1005.375,1007.9166666666666,1013.25,23.833333333333332,28.333333333333332,23.25,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-15,1.6666666666666667,1.7083333333333333,1.2083333333333333,-2.283333333333333,-2.2416666666666667,-2.741666666666667,1013.2916666666666,80.25,3.3333333333333335,54.958333333333336,35.011636,135.768029,45,1.5833333333333333,4.375,5.916666666666667,1.8333333333333333,4.583333333333333,6.166666666666667,1.375,4.166666666666667,5.666666666666667,-6.333333333333333,-5.041666666666667,-2.9166666666666665,-6.083333333333333,-4.833333333333333,-2.6666666666666665,-6.541666666666668,-5.25,-3.1666666666666665,1007.3333333333334,1005.375,1007.9166666666666,41.333333333333336,23.833333333333332,28.333333333333332,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-16,2.5416666666666665,2.625,2.2916666666666665,-2.1583333333333337,-2.0750000000000006,-2.4083333333333337,1018.4166666666666,76.5,2.875,35.916666666666664,35.011636,135.768029,45,1.6666666666666667,1.5833333333333333,4.375,1.7083333333333333,1.8333333333333333,4.583333333333333,1.2083333333333333,1.375,4.166666666666667,-2.283333333333333,-6.333333333333333,-5.041666666666667,-2.2416666666666667,-6.083333333333333,-4.833333333333333,-2.741666666666667,-6.541666666666668,-5.25,1013.2916666666666,1007.3333333333334,1005.375,54.958333333333336,41.333333333333336,23.833333333333332,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-17,2.25,2.4166666666666665,1.7916666666666667,-3.7999999999999994,-3.633333333333333,-4.258333333333334,1026.7916666666667,69.75,1.8333333333333333,37.541666666666664,35.011636,135.768029,45,2.5416666666666665,1.6666666666666667,1.5833333333333333,2.625,1.7083333333333333,1.8333333333333333,2.2916666666666665,1.2083333333333333,1.375,-2.1583333333333337,-2.283333333333333,-6.333333333333333,-2.0750000000000006,-2.2416666666666667,-6.083333333333333,-2.4083333333333337,-2.741666666666667,-6.541666666666668,1018.4166666666666,1013.2916666666666,1007.3333333333334,35.916666666666664,54.958333333333336,41.333333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-18,4.416666666666667,4.875,3.9583333333333335,-2.766666666666667,-2.308333333333333,-3.225000000000001,1023.125,64.08333333333333,0.9166666666666666,47.875,35.011636,135.768029,45,2.25,2.5416666666666665,1.6666666666666667,2.4166666666666665,2.625,1.7083333333333333,1.7916666666666667,2.2916666666666665,1.2083333333333333,-3.7999999999999994,-2.1583333333333337,-2.283333333333333,-3.633333333333333,-2.0750000000000006,-2.2416666666666667,-4.258333333333334,-2.4083333333333337,-2.741666666666667,1026.7916666666667,1018.4166666666666,1013.2916666666666,37.541666666666664,35.916666666666664,54.958333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-19,3.3333333333333335,3.4583333333333335,2.8333333333333335,-2.9749999999999996,-2.8499999999999996,-3.475,1015.5416666666666,68.45833333333333,1.9583333333333333,40.583333333333336,35.011636,135.768029,45,4.416666666666667,2.25,2.5416666666666665,4.875,2.4166666666666665,2.625,3.9583333333333335,1.7916666666666667,2.2916666666666665,-2.766666666666667,-3.7999999999999994,-2.1583333333333337,-2.308333333333333,-3.633333333333333,-2.0750000000000006,-3.225000000000001,-4.258333333333334,-2.4083333333333337,1023.125,1026.7916666666667,1018.4166666666666,47.875,37.541666666666664,35.916666666666664,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-20,4.458333333333333,4.583333333333333,4.041666666666667,-1.5750000000000004,-1.4500000000000004,-1.991666666666667,1008.625,69.83333333333333,4.458333333333333,44.625,35.011636,135.768029,45,3.3333333333333335,4.416666666666667,2.25,3.4583333333333335,4.875,2.4166666666666665,2.8333333333333335,3.9583333333333335,1.7916666666666667,-2.9749999999999996,-2.766666666666667,-3.7999999999999994,-2.8499999999999996,-2.308333333333333,-3.633333333333333,-3.475,-3.225000000000001,-4.258333333333334,1015.5416666666666,1023.125,1026.7916666666667,40.583333333333336,47.875,37.541666666666664,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-21,2.75,2.7916666666666665,2.375,-3.083333333333334,-3.0416666666666674,-3.458333333333334,1019.5,70.83333333333333,1.8333333333333333,53.291666666666664,35.011636,135.768029,45,4.458333333333333,3.3333333333333335,4.416666666666667,4.583333333333333,3.4583333333333335,4.875,4.041666666666667,2.8333333333333335,3.9583333333333335,-1.5750000000000004,-2.9749999999999996,-2.766666666666667,-1.4500000000000004,-2.8499999999999996,-2.308333333333333,-1.991666666666667,-3.475,-3.225000000000001,1008.625,1015.5416666666666,1023.125,44.625,40.583333333333336,47.875,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-22,3.0833333333333335,3.25,2.7916666666666665,-3.1249999999999996,-2.9583333333333326,-3.4166666666666656,1013.6666666666666,68.95833333333333,3.5833333333333335,42.583333333333336,35.011636,135.768029,45,2.75,4.458333333333333,3.3333333333333335,2.7916666666666665,4.583333333333333,3.4583333333333335,2.375,4.041666666666667,2.8333333333333335,-3.083333333333334,-1.5750000000000004,-2.9749999999999996,-3.0416666666666674,-1.4500000000000004,-2.8499999999999996,-3.458333333333334,-1.991666666666667,-3.475,1019.5,1008.625,1015.5416666666666,53.291666666666664,44.625,40.583333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-23,0.08333333333333333,0.3333333333333333,-0.3333333333333333,-5.391666666666666,-5.141666666666667,-5.808333333333333,1018.125,72.625,2.7083333333333335,40.083333333333336,35.011636,135.768029,45,3.0833333333333335,2.75,4.458333333333333,3.25,2.7916666666666665,4.583333333333333,2.7916666666666665,2.375,4.041666666666667,-3.1249999999999996,-3.083333333333334,-1.5750000000000004,-2.9583333333333326,-3.0416666666666674,-1.4500000000000004,-3.4166666666666656,-3.458333333333334,-1.991666666666667,1013.6666666666666,1019.5,1008.625,42.583333333333336,53.291666666666664,44.625,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-24,-1.1666666666666667,-1.0,-1.5833333333333333,-6.875,-6.708333333333333,-7.291666666666667,1022.5416666666666,71.45833333333333,2.2916666666666665,27.916666666666668,35.011636,135.768029,45,0.08333333333333333,3.0833333333333335,2.75,0.3333333333333333,3.25,2.7916666666666665,-0.3333333333333333,2.7916666666666665,2.375,-5.391666666666666,-3.1249999999999996,-3.083333333333334,-5.141666666666667,-2.9583333333333326,-3.0416666666666674,-5.808333333333333,-3.4166666666666656,-3.458333333333334,1018.125,1013.6666666666666,1019.5,40.083333333333336,42.583333333333336,53.291666666666664,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-25,-3.75,-3.7083333333333335,-3.7916666666666665,-6.766666666666668,-6.725000000000001,-6.8083333333333345,1021.4583333333334,84.91666666666667,1.2083333333333333,13.0,35.011636,135.768029,45,-1.1666666666666667,0.08333333333333333,3.0833333333333335,-1.0,0.3333333333333333,3.25,-1.5833333333333333,-0.3333333333333333,2.7916666666666665,-6.875,-5.391666666666666,-3.1249999999999996,-6.708333333333333,-5.141666666666667,-2.9583333333333326,-7.291666666666667,-5.808333333333333,-3.4166666666666656,1022.5416666666666,1018.125,1013.6666666666666,27.916666666666668,40.083333333333336,42.583333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-26,0.125,0.4166666666666667,-0.16666666666666666,-7.616666666666667,-7.325,-7.908333333333334,1024.375,61.291666666666664,1.4166666666666667,20.375,35.011636,135.768029,45,-3.75,-1.1666666666666667,0.08333333333333333,-3.7083333333333335,-1.0,0.3333333333333333,-3.7916666666666665,-1.5833333333333333,-0.3333333333333333,-6.766666666666668,-6.875,-5.391666666666666,-6.725000000000001,-6.708333333333333,-5.141666666666667,-6.8083333333333345,-7.291666666666667,-5.808333333333333,1021.4583333333334,1022.5416666666666,1018.125,13.0,27.916666666666668,40.083333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-27,3.625,4.041666666666667,3.1666666666666665,-3.1750000000000003,-2.7583333333333333,-3.6333333333333333,1021.375,66.0,1.75,45.708333333333336,35.011636,135.768029,45,0.125,-3.75,-1.1666666666666667,0.4166666666666667,-3.7083333333333335,-1.0,-0.16666666666666666,-3.7916666666666665,-1.5833333333333333,-7.616666666666667,-6.766666666666668,-6.875,-7.325,-6.725000000000001,-6.708333333333333,-7.908333333333334,-6.8083333333333345,-7.291666666666667,1024.375,1021.4583333333334,1022.5416666666666,20.375,13.0,27.916666666666668,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-28,3.8333333333333335,4.375,3.2916666666666665,-4.175,-3.6333333333333333,-4.716666666666667,1022.4583333333334,59.958333333333336,1.25,18.166666666666668,35.011636,135.768029,45,3.625,0.125,-3.75,4.041666666666667,0.4166666666666667,-3.7083333333333335,3.1666666666666665,-0.16666666666666666,-3.7916666666666665,-3.1750000000000003,-7.616666666666667,-6.766666666666668,-2.7583333333333333,-7.325,-6.725000000000001,-3.6333333333333333,-7.908333333333334,-6.8083333333333345,1021.375,1024.375,1021.4583333333334,45.708333333333336,20.375,13.0,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-29,8.25,8.666666666666666,7.791666666666667,3.6749999999999994,4.091666666666666,3.216666666666667,1012.625,77.125,1.7083333333333333,60.458333333333336,35.011636,135.768029,45,3.8333333333333335,3.625,0.125,4.375,4.041666666666667,0.4166666666666667,3.2916666666666665,3.1666666666666665,-0.16666666666666666,-4.175,-3.1750000000000003,-7.616666666666667,-3.6333333333333333,-2.7583333333333333,-7.325,-4.716666666666667,-3.6333333333333333,-7.908333333333334,1022.4583333333334,1021.375,1024.375,18.166666666666668,45.708333333333336,20.375,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-30,6.166666666666667,6.416666666666667,6.0,1.1583333333333339,1.4083333333333339,0.9916666666666675,1012.6666666666666,74.95833333333333,3.4166666666666665,37.625,35.011636,135.768029,45,8.25,3.8333333333333335,3.625,8.666666666666666,4.375,4.041666666666667,7.791666666666667,3.2916666666666665,3.1666666666666665,3.6749999999999994,-4.175,-3.1750000000000003,4.091666666666666,-3.6333333333333333,-2.7583333333333333,3.216666666666667,-4.716666666666667,-3.6333333333333333,1012.625,1022.4583333333334,1021.375,60.458333333333336,18.166666666666668,45.708333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-01-31,1.25,1.375,1.0416666666666667,-5.733333333333334,-5.608333333333333,-5.941666666666667,1021.0833333333334,65.08333333333333,2.25,35.916666666666664,35.011636,135.768029,45,6.166666666666667,8.25,3.8333333333333335,6.416666666666667,8.666666666666666,4.375,6.0,7.791666666666667,3.2916666666666665,1.1583333333333339,3.6749999999999994,-4.175,1.4083333333333339,4.091666666666666,-3.6333333333333333,0.9916666666666675,3.216666666666667,-4.716666666666667,1012.6666666666666,1012.625,1022.4583333333334,37.625,60.458333333333336,18.166666666666668,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-01,3.625,3.7916666666666665,3.4166666666666665,-1.6166666666666671,-1.4500000000000004,-1.8250000000000002,1016.9583333333334,73.79166666666667,2.3333333333333335,56.0,35.011636,135.768029,45,1.25,6.166666666666667,8.25,1.375,6.416666666666667,8.666666666666666,1.0416666666666667,6.0,7.791666666666667,-5.733333333333334,1.1583333333333339,3.6749999999999994,-5.608333333333333,1.4083333333333339,4.091666666666666,-5.941666666666667,0.9916666666666675,3.216666666666667,1021.0833333333334,1012.6666666666666,1012.625,35.916666666666664,37.625,60.458333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-02,5.25,5.416666666666667,4.875,-2.4583333333333335,-2.291666666666667,-2.8333333333333335,1017.9583333333334,61.458333333333336,2.9166666666666665,53.333333333333336,35.011636,135.768029,45,3.625,1.25,6.166666666666667,3.7916666666666665,1.375,6.416666666666667,3.4166666666666665,1.0416666666666667,6.0,-1.6166666666666671,-5.733333333333334,1.1583333333333339,-1.4500000000000004,-5.608333333333333,1.4083333333333339,-1.8250000000000002,-5.941666666666667,0.9916666666666675,1016.9583333333334,1021.0833333333334,1012.6666666666666,56.0,35.916666666666664,37.625,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-03,4.166666666666667,4.458333333333333,3.7916666666666665,-2.7083333333333326,-2.4166666666666656,-3.0833333333333326,1019.4166666666666,65.625,2.5,25.083333333333332,35.011636,135.768029,45,5.25,3.625,1.25,5.416666666666667,3.7916666666666665,1.375,4.875,3.4166666666666665,1.0416666666666667,-2.4583333333333335,-1.6166666666666671,-5.733333333333334,-2.291666666666667,-1.4500000000000004,-5.608333333333333,-2.8333333333333335,-1.8250000000000002,-5.941666666666667,1017.9583333333334,1016.9583333333334,1021.0833333333334,53.333333333333336,56.0,35.916666666666664,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-04,5.416666666666667,5.708333333333333,5.166666666666667,-0.5500000000000002,-0.2583333333333334,-0.8000000000000002,1016.3333333333334,70.16666666666667,1.25,34.041666666666664,35.011636,135.768029,45,4.166666666666667,5.25,3.625,4.458333333333333,5.416666666666667,3.7916666666666665,3.7916666666666665,4.875,3.4166666666666665,-2.7083333333333326,-2.4583333333333335,-1.6166666666666671,-2.4166666666666656,-2.291666666666667,-1.4500000000000004,-3.0833333333333326,-2.8333333333333335,-1.8250000000000002,1019.4166666666666,1017.9583333333334,1016.9583333333334,25.083333333333332,53.333333333333336,56.0,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-05,6.916666666666667,6.916666666666667,6.708333333333333,5.183333333333333,5.183333333333333,4.9750000000000005,1004.9166666666666,91.33333333333333,3.2916666666666665,57.25,35.011636,135.768029,45,5.416666666666667,4.166666666666667,5.25,5.708333333333333,4.458333333333333,5.416666666666667,5.166666666666667,3.7916666666666665,4.875,-0.5500000000000002,-2.7083333333333326,-2.4583333333333335,-0.2583333333333334,-2.4166666666666656,-2.291666666666667,-0.8000000000000002,-3.0833333333333326,-2.8333333333333335,1016.3333333333334,1019.4166666666666,1017.9583333333334,34.041666666666664,25.083333333333332,53.333333333333336,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-06,4.666666666666667,4.833333333333333,4.208333333333333,-0.5333333333333331,-0.36666666666666625,-0.9916666666666667,1010.3333333333334,74.0,4.166666666666667,41.25,35.011636,135.768029,45,6.916666666666667,5.416666666666667,4.166666666666667,6.916666666666667,5.708333333333333,4.458333333333333,6.708333333333333,5.166666666666667,3.7916666666666665,5.183333333333333,-0.5500000000000002,-2.7083333333333326,5.183333333333333,-0.2583333333333334,-2.4166666666666656,4.9750000000000005,-0.8000000000000002,-3.0833333333333326,1004.9166666666666,1016.3333333333334,1019.4166666666666,57.25,34.041666666666664,25.083333333333332,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-07,2.5,2.625,2.3333333333333335,-5.241666666666666,-5.116666666666666,-5.408333333333332,1016.9166666666666,61.291666666666664,3.1666666666666665,52.375,35.011636,135.768029,45,4.666666666666667,6.916666666666667,5.416666666666667,4.833333333333333,6.916666666666667,5.708333333333333,4.208333333333333,6.708333333333333,5.166666666666667,-0.5333333333333331,5.183333333333333,-0.5500000000000002,-0.36666666666666625,5.183333333333333,-0.2583333333333334,-0.9916666666666667,4.9750000000000005,-0.8000000000000002,1010.3333333333334,1004.9166666666666,1016.3333333333334,41.25,57.25,34.041666666666664,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-08,3.75,4.041666666666667,3.5,-3.6750000000000007,-3.383333333333334,-3.9250000000000007,1010.9583333333334,62.875,1.9583333333333333,73.91666666666667,35.011636,135.768029,45,2.5,4.666666666666667,6.916666666666667,2.625,4.833333333333333,6.916666666666667,2.3333333333333335,4.208333333333333,6.708333333333333,-5.241666666666666,-0.5333333333333331,5.183333333333333,-5.116666666666666,-0.36666666666666625,5.183333333333333,-5.408333333333332,-0.9916666666666667,4.9750000000000005,1016.9166666666666,1010.3333333333334,1004.9166666666666,52.375,41.25,57.25,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-09,2.9583333333333335,3.0,2.5833333333333335,0.4083333333333335,0.4500000000000002,0.03333333333333329,999.4583333333334,87.25,3.125,71.91666666666667,35.011636,135.768029,45,3.75,2.5,4.666666666666667,4.041666666666667,2.625,4.833333333333333,3.5,2.3333333333333335,4.208333333333333,-3.6750000000000007,-5.241666666666666,-0.5333333333333331,-3.383333333333334,-5.116666666666666,-0.36666666666666625,-3.9250000000000007,-5.408333333333332,-0.9916666666666667,1010.9583333333334,1016.9166666666666,1010.3333333333334,73.91666666666667,52.375,41.25,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-10,2.2083333333333335,2.4583333333333335,2.125,-5.7,-5.45,-5.783333333333332,1005.0416666666666,60.458333333333336,4.041666666666667,46.541666666666664,35.011636,135.768029,45,2.9583333333333335,3.75,2.5,3.0,4.041666666666667,2.625,2.5833333333333335,3.5,2.3333333333333335,0.4083333333333335,-3.6750000000000007,-5.241666666666666,0.4500000000000002,-3.383333333333334,-5.116666666666666,0.03333333333333329,-3.9250000000000007,-5.408333333333332,999.4583333333334,1010.9583333333334,1016.9166666666666,71.91666666666667,73.91666666666667,52.375,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
2017-02-11,0.5,0.75,0.041666666666666664,-5.541666666666668,-5.291666666666668,-6.000000000000001,1013.75,69.79166666666667,2.5833333333333335,34.625,35.011636,135.768029,45,2.2083333333333335,2.9583333333333335,3.75,2.4583333333333335,3.0,4.041666666666667,2.125,2.5833333333333335,3.5,-5.7,0.4083333333333335,-3.6750000000000007,-5.45,0.4500000000000002,-3.383333333333334,-5.783333333333332,0.03333333333333329,-3.9250000000000007,1005.0416666666666,999.4583333333334,1010.9583333333334,46.541666666666664,71.91666666666667,73.91666666666667,35.011636,35.011636,35.011636,135.768029,135.768029,135.768029,45.0,45.0,45.0
